Start_DF1	End_DF1	Start_DF2	End_DF2	Overlap_Percentage_DF1	Overlap_Percentage_DF2	Strand_DF1	Strand_DF2	Feature_DF1	Feature_DF2	Tools_DF1	Tools_DF2
3308984	3311272	3309086	3311272	95.5439056356488	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3311560	3312948	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3313167	3313877	3313167	3313820	91.9831223628692	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3314115	3315707	3314166	3315707	96.7984934086629	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3315727	3315867	3315829	3316347	27.6595744680851	7.51445086705202	-	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka, rast
3315829	3316347	3315907	3316347	84.971098265896	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3316352	3316906	3316352	3316816	83.7837837837838	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
3316953	3317723	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3316953	3317723	3317710	3318690	1.81582360570687	1.42711518858308	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3317710	3318690	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3318833	3319591	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3318833	3319591	3319588	3320229	0.527009222661397	0.623052959501558	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer
3318833	3319591	3319588	3320208	0.527009222661397	0.644122383252818	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	prodigal, prokka
3318833	3319591	3319588	3320187	0.527009222661397	0.666666666666667	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	rast
3319588	3320208	3319588	3320187	96.6183574879227	100	-	-	CDS	CDS	prodigal, prokka	rast
3319588	3320229	3319588	3320208	96.7289719626168	100	-	-	CDS	CDS	gms2, glimmer	prodigal, prokka
3319588	3320229	3319588	3320187	93.4579439252336	100	-	-	CDS	CDS	gms2, glimmer	rast
3320302	3321726	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3322104	3323345	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3323356	3325125	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3325130	3326221	3325160	3326221	97.2527472527473	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3326328	3326735	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3326784	3327458	3326784	3327446	98.2222222222222	100	-	-	CDS	CDS	prodigal, prokka	glimmer, rast
3326784	3327521	3326784	3327446	89.8373983739837	100	-	-	CDS	CDS	gms2	glimmer, rast
3326784	3327521	3326784	3327458	91.4634146341463	100	-	-	CDS	CDS	gms2	prodigal, prokka
3327678	3327752	3327678	3327751	98.6666666666667	100	+	+	tRNA	tRNA	prokka	rast
3327822	3328460	3328457	3329038	0.625978090766823	0.687285223367698	+	-	CDS	CDS	glimmer, rast	gms2, glimmer, prodigal, prokka, rast
3327822	3328460	3327957	3328460	78.8732394366197	100	+	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
3327957	3328460	3328457	3329038	0.793650793650794	0.687285223367698	+	-	CDS	CDS	gms2, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
3328457	3329038	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3329096	3329809	3329096	3329617	73.109243697479	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3330123	3332807	3330147	3332807	99.1061452513967	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3332835	3333554	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3333691	3334833	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3334858	3336348	3334858	3336132	85.513078470825	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3336884	3337276	3336905	3337276	94.6564885496183	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
3337521	3338711	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3338982	3340691	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3340767	3341894	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3341960	3342469	3342456	3343319	2.74509803921569	1.62037037037037	+	+	CDS	CDS	gms2, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3341960	3342469	3342014	3342469	89.4117647058823	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3342014	3342469	3342456	3343319	3.07017543859649	1.62037037037037	+	+	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka, rast
3342456	3343319	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3343334	3344140	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3344474	3345769	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3345890	3346051	3346044	3346805	4.93827160493827	1.0498687664042	+	+	CDS	CDS	gms2, glimmer, rast	gms2, glimmer, prodigal, prokka
3345890	3346051	3346048	3346209	2.46913580246914	2.46913580246914	+	+	CDS	CDS	gms2, glimmer, rast	rast
3346044	3346805	3346048	3346209	21.259842519685	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3346044	3346805	3346206	3346805	78.740157480315	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3346048	3346209	3346206	3346805	2.46913580246914	0.666666666666667	+	+	CDS	CDS	rast	rast
3346824	3347906	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3347952	3348674	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3348686	3348982	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3349077	3349451	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3349560	3350489	3349587	3350489	97.0967741935484	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer
3349560	3350489	3349698	3350489	85.1612903225806	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
3349587	3350489	3349698	3350489	87.7076411960133	100	+	+	CDS	CDS	glimmer	rast
3350517	3351422	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3351562	3353211	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3353228	3353563	3353228	3353392	49.1071428571429	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3353659	3354093	3353834	3353974	32.4137931034483	100	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3354189	3354329	3354201	3354329	91.4893617021277	100	+	+	CDS	CDS	prodigal, prokka	glimmer, rast
3354450	3355367	3354468	3355367	98.0392156862745	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3355467	3358766	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3358978	3359919	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3359950	3361857	3359950	3361698	91.6666666666667	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3361938	3363095	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3363146	3364171	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3364241	3365581	3364283	3365581	96.8680089485459	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2
3364241	3365581	3364433	3365581	85.6823266219239	100	+	+	CDS	CDS	glimmer, prodigal, prokka	rast
3364283	3365581	3364433	3365581	88.4526558891455	100	+	+	CDS	CDS	gms2	rast
3365612	3366385	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3366391	3367821	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3367899	3368555	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3368729	3369385	3368738	3369385	98.6301369863014	100	+	+	CDS	CDS	gms2, rast	glimmer, prodigal, prokka
3369487	3370932	3369493	3370932	99.5850622406639	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2
3369487	3370932	3369526	3370932	97.3029045643154	100	+	+	CDS	CDS	prodigal, prokka, rast	glimmer
3369493	3370932	3369526	3370932	97.7083333333333	100	+	+	CDS	CDS	gms2	glimmer
3370955	3371533	3371036	3371533	86.0103626943005	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3371765	3376903	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3377093	3378421	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3378509	3379441	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3379553	3380800	3379553	3380788	99.0384615384615	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
3381413	3382060	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3382673	3383545	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3383566	3384258	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3384443	3385693	3385690	3386571	0.319744204636291	0.453514739229025	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
3384443	3385693	3384476	3385693	97.3621103117506	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
3384476	3385693	3385690	3386571	0.328407224958949	0.453514739229025	+	+	CDS	CDS	gms2, rast	gms2, glimmer, prodigal, prokka, rast
3385690	3386571	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3386607	3387329	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3387436	3388425	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3389128	3389262	NA	NA	0	0	-	NA	CDS	NA	gms2	NA
3389275	3390444	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3390507	3390791	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3390904	3392013	3390904	3391908	90.5405405405405	100	-	-	CDS	CDS	rast	gms2
3390904	3392016	3390904	3391908	90.2964959568733	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2
3390904	3392016	3390904	3392013	99.7304582210243	100	-	-	CDS	CDS	glimmer, prodigal, prokka	rast
3392038	3393789	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3393846	3396671	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3396851	3397138	3396851	3397030	62.5	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3397250	3397990	3397370	3397990	83.8056680161943	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3398005	3398478	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3398571	3399737	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3399754	3400941	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3401263	3402105	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3402153	3402518	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3403233	3403670	3403516	3403680	35.3881278538813	93.9393939393939	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3404101	3405162	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3405198	3406268	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3406308	3407186	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3407233	3408294	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3408346	3408993	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3409137	3410420	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3409137	3410420	3410417	3410932	0.311526479750779	0.775193798449612	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3410417	3410932	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3410946	3411464	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3411501	3412049	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3412177	3412707	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3412869	3414398	3412920	3414398	96.6666666666667	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3414492	3416129	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3416260	3416559	3416279	3416428	50	100	+	-	CDS	CDS	prodigal, prokka	glimmer, rast
3416617	3416901	3416638	3416901	92.6315789473684	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
3416991	3417587	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3417741	3418715	3417753	3418715	98.7692307692308	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer
3417741	3418715	3417882	3418715	85.5384615384615	100	+	+	CDS	CDS	prodigal, prokka	rast
3417753	3418715	3417882	3418715	86.6043613707165	100	+	+	CDS	CDS	gms2, glimmer	rast
3418744	3418962	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3419003	3419572	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3419628	3420617	3419628	3420590	97.2727272727273	100	-	-	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
3420626	3420739	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
3421297	3423048	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3423123	3424199	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3424237	3425436	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3425523	3428141	3425523	3428105	98.6254295532646	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
3428146	3430761	3428146	3430734	98.9678899082569	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
3430815	3431909	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3432342	3433421	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3433470	3436520	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3436571	3437929	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3437993	3438163	3437993	3438154	94.7368421052632	100	-	-	CDS	CDS	glimmer	prodigal, prokka, rast
3438380	3439390	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3439417	3441477	3439417	3441453	98.8355167394469	100	-	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
3441586	3442302	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3442379	3443203	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3443285	3444220	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3444323	3444460	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
3444660	3445034	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3445048	3445995	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3446025	3446405	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3446992	3447744	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3448944	3449060	NA	NA	0	0	-	NA	CDS	NA	rast	NA
3449079	3449525	3449079	3449510	96.6442953020134	100	-	-	CDS	CDS	gms2, glimmer, rast	prodigal, prokka
3449633	3451624	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3451754	3452308	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3452336	3454249	3452336	3454162	95.4545454545455	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3454518	3455435	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3455436	3455987	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3456046	3457062	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3457075	3460593	3457075	3460419	95.0554134697357	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3460594	3461385	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3461454	3462167	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3462300	3462788	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3462861	3463364	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3463470	3464171	3464163	3464696	1.28205128205128	1.68539325842697	+	-	CDS	CDS	gms2, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
3463470	3464171	3463512	3464171	94.017094017094	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
3463512	3464171	3464163	3464696	1.36363636363636	1.68539325842697	+	-	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka, rast
3464163	3464696	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3464807	3465760	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3465771	3466448	3465771	3466109	50	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3465771	3466448	3466237	3466380	21.2389380530973	100	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3466487	3467080	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3467168	3467902	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3468053	3468664	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3468771	3471497	3468795	3471497	99.1199119911991	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3471574	3471858	3471586	3471858	95.7894736842105	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3471932	3473149	3471932	3473131	98.5221674876847	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3473580	3473708	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
3473754	3474713	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3474904	3475176	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3475177	3476067	3475177	3476031	95.959595959596	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3476473	3476562	3476487	3476561	83.3333333333333	100	-	+	CDS	tRNA	gms2	prokka, rast
3476589	3476756	3476589	3476747	94.6428571428571	100	-	-	CDS	CDS	rast	glimmer, prodigal, prokka
3476792	3477196	3476792	3477016	55.5555555555556	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3477255	3479108	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3479226	3479918	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3479226	3479918	3479918	3480046	0.144300144300144	0.775193798449612	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, rast
3479918	3480046	3480018	3481109	22.4806201550388	2.65567765567766	+	-	CDS	CDS	glimmer, rast	gms2, glimmer, prodigal, prokka, rast
3480018	3481109	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3481121	3481255	3481248	3483224	5.92592592592593	0.404653515427415	-	-	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka, rast
3481248	3483224	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3483391	3484152	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3483391	3484152	3484103	3484249	6.56167979002625	34.0136054421769	-	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	rast
3484103	3484249	3484224	3484514	17.687074829932	8.93470790378007	+	-	CDS	CDS	rast	gms2, glimmer, prodigal, prokka, rast
3484224	3484514	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3484560	3485294	3484560	3485288	99.1836734693878	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3485398	3487926	3485846	3485965	4.74495848161329	100	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3485398	3487926	3486604	3487926	52.3131672597865	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3487955	3488518	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3488556	3489002	3488607	3489002	88.5906040268456	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
3489009	3490436	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3490571	3491191	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3490571	3491191	3491188	3491991	0.644122383252818	0.497512437810945	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, prodigal, prokka, rast
3490571	3491191	3491188	3491982	0.644122383252818	0.50314465408805	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2
3491188	3491991	3491188	3491982	98.8805970149254	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3492026	3492739	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3492785	3493612	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3493951	3497556	3497553	3498155	0.110926234054354	0.66334991708126	+	-	CDS	CDS	gms2, prodigal, prokka	gms2, glimmer, rast
3493951	3497556	3493969	3497556	99.5008319467554	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
3493951	3497556	3497553	3498215	0.110926234054354	0.603318250377074	+	-	CDS	CDS	gms2, prodigal, prokka	prodigal, prokka
3493969	3497556	3497553	3498155	0.111482720178372	0.66334991708126	+	-	CDS	CDS	glimmer, rast	gms2, glimmer, rast
3493969	3497556	3497553	3498215	0.111482720178372	0.603318250377074	+	-	CDS	CDS	glimmer, rast	prodigal, prokka
3497553	3498215	3497553	3498155	90.9502262443439	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
3497553	3498215	3498159	3498875	8.5972850678733	7.94979079497908	-	+	CDS	CDS	prodigal, prokka	glimmer, rast
3498159	3498875	3498225	3498875	90.7949790794979	100	+	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
3498949	3499572	3498958	3499572	98.5576923076923	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
3499580	3501448	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3501462	3503384	3501462	3503372	99.3759750390016	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
3503490	3504350	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3504431	3505123	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3505195	3507429	3505243	3507429	97.8523489932886	100	+	+	CDS	CDS	gms2, glimmer	prodigal, prokka
3505195	3507429	3505267	3507429	96.7785234899329	100	+	+	CDS	CDS	gms2, glimmer	rast
3505243	3507429	3505267	3507429	98.9026063100137	100	+	+	CDS	CDS	prodigal, prokka	rast
3507465	3508040	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3508056	3509720	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3509836	3511353	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3511452	3511811	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3511970	3512356	3512302	3513663	14.2118863049096	4.03817914831131	+	-	CDS	CDS	gms2	gms2, glimmer, prodigal, prokka, rast
3511970	3512356	3511976	3512356	98.4496124031008	100	+	+	CDS	CDS	gms2	prodigal, prokka
3511976	3512356	3512302	3513663	14.4356955380577	4.03817914831131	+	-	CDS	CDS	prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
3512302	3513663	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3513924	3514568	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3514646	3515251	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3515256	3515753	3515256	3515744	98.1927710843374	100	-	-	CDS	CDS	gms2, prodigal, prokka	rast
3515256	3515765	3515256	3515753	97.6470588235294	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka
3515256	3515765	3515256	3515744	95.8823529411765	100	-	-	CDS	CDS	glimmer	rast
3515914	3516678	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3516724	3517509	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
3516724	3517509	3517498	3518757	1.52671755725191	0.952380952380952	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, prodigal, prokka, rast
3516724	3517509	3517498	3518646	1.52671755725191	1.0443864229765	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2
3517498	3518757	3517498	3518646	91.1904761904762	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
